0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.899185670257604e-08,1.5777852175364222e-06,2.1016577835638706e-05,0.0001981090496659846,0.0012738840719693466,0.005602168513026136,0.017559066408222496,0.0417773559778119,0.08051961588019937,0.1328187201435235,0.1954941945770203,0.26458515364587104,0.33633516464964075,0.4076550151689948,0.47624792773199126,0.5405626634031503,0.5996745540709044,0.6531477277680109
9.839663351552666e-07,1.7464346990595447e-05,0.0002252319378319328,0.001966857348642185,0.01116179093022283,0.041545625120224874,0.10737939692507469,0.20893521919831515,0.33112778081639777,0.4552511844772988,0.5681337596153396,0.6637539427821235,0.74114408235298,0.801971851556507,0.8488956874385296,0.8846761583137375,0.9117787041813312,0.9322450485060503
3.485550187082611e-06,6.192763987730547e-05,0.0007751075768116561,0.006311883674105728,0.032047918313872714,0.10345741909420095,0.22900825654998028,0.3837320130789057,0.532801069062841,0.6559206933107287,0.7490460594659228,0.816380949308055,0.8641755463090328,0.8980237429378143,0.9221787758870579,0.9396506819172967,0.9525002276605082,0.9621197590386454
7.80401381518764e-06,0.00013878402985374974,0.0016897877727812618,0.012913987704739522,0.059439952412392125,0.17024968659711956,0.333788654995817,0.5027193786872696,0.6415774446142032,0.7424638813477747,0.8120985610833298,0.8597910428702854,0.8929624678249772,0.9166281265433105,0.9339838485371684,0.9470408769892475,0.9570795254018221,0.9649348638908528
1.366300381818511e-05,0.00024318902507103018,0.0028869466809808334,0.02083398336208345,0.08801158574066414,0.228321788170472,0.40799195405556826,0.5709928974037874,0.6924089669437314,0.7756846156872738,0.8321418789313121,0.871289640306372,0.8993434294622187,0.920088461062554,0.9358292064475568,0.9480126361760465,0.9575862543259085,0.965197049673478
2.056215369451733e-05,0.0003662788052642408,0.004248742177261827,0.029123777823579028,0.11422234650762167,0.27332185741395115,0.45568547172407975,0.6072842895023757,0.7148516872194209,0.7879350994475082,0.8383416373749832,0.8742809364667871,0.9007414380343124,0.9207273142635779,0.936116333122034,0.9481400476210193,0.9576422276766348,0.9652214419387353
2.797429632232084e-05,0.0004986755522594444,0.005664102357542837,0.03708313885569333,0.13645043404656249,0.30595100241074225,0.4848077908330213,0.6258919816774408,0.7245312980303733,0.7923886993937187,0.8402435323892233,0.8750555002292226,0.9010469511854307,0.9208450996662615,0.9361609760673737,0.9481567467603069,0.957648409289012,0.965223711026371
3.5450175175662504e-05,0.0006323604450726644,0.0070470433127435535,0.04429520395442732,0.15436897460046264,0.3286797479881582,0.5020976876340613,0.6352677026775958,0.7286654232194327,0.7939995345125411,0.840825505568511,0.875255824798155,0.9011136793403051,0.9208668103086142,0.9361679164495673,0.9481589353191249,0.9576490919621724,0.9652239221060006
4.265570484649642e-05,0.0007613494112502127,0.008340090723885987,0.05057129732129655,0.16833247065130863,0.34412281829294133,0.5122028907197429,0.6399515942435925,0.7304238063280307,0.7945810920526436,0.8410034501965916,0.8753076184682536,0.9011282518961617,0.9208708119093134,0.9361689954120788,0.9481592221458005,0.9576491673537534,0.9652239417414571
