0,1,2
0.06,-10,0.7317204387649004
0.061,-10,0.7317204387649004
0.062,-10,0.7317204387649004
0.063,-10,0.7317204387649004
0.064,-10,0.7317204387649004
0.065,-10,0.7317204387649004
0.066,-10,0.7317204387649004
0.067,-10,0.7317204387649004
0.068,-10,0.7317204387649004
0.069,-10,0.7317204387649004
0.07,-10,0.7317204387649004
0.071,-10,0.7317204387649004
0.072,-10,0.7317204387649004
0.073,-10,0.7317204387649004
0.074,-10,0.7317204387649004
0.075,-10,0.7317204387649004
0.076,-10,0.7317204387649004
0.077,-10,0.7317204387649004
0.078,-10,0.7317204387649004
0.079,-10,0.7317204387649004
0.08,-10,0.7317204387649004
0.081,-10,0.7317204387649004
0.082,-10,0.7317204387649004
0.083,-10,0.7317204387649004
0.084,-10,0.7317204387649004
0.085,-10,0.7317204387649004
0.086,-10,0.7317204387649004
0.087,-10,0.7317204387649004
0.088,-10,0.7317204387649004
0.089,-10,0.7317204387649004
0.09,-10,0.7317204387649004
0.091,-10,0.7317204387649004
0.092,-10,0.7317204387649004
0.093,-10,0.7317204387649004
0.094,-10,0.7317204387649004
0.095,-10,0.7317204387649004
0.096,-10,0.7317204387649004
0.097,-10,0.7317204387649004
0.098,-10,0.7317204387649004
0.099,-10,0.7317204387649004
0.0,0,0.0
0.001,0,0.1328187201435235
0.002,0,0.4552511844772988
0.003,0,0.6559206933107287
0.004,0,0.7424638813477747
0.005,0,0.7756846156872738
0.006,0,0.7879350994475082
0.007,0,0.7923886993937187
0.008,0,0.7939995345125411
0.009,0,0.7945810920526436
0.01,0,0.7947909119183447
0.011,0,0.7948665946486059
0.012,0,0.7948938913124103
0.013,0,0.7949037361569052
0.014,0,0.7949072867694651
0.015,0,0.7949085673177387
0.016,0,0.7949090291539607
0.017,0,0.7949091957174461
0.018,0,0.7949092557893681
0.019,0,0.7949092774545942
0.02,0,0.7949092852682614
0.021,0,0.7949092880862976
0.022,0,0.794909289102636
0.023,0,0.7949092894691832
0.024,0,0.7949092896013803
0.025,0,0.7949092896490578
0.026,0,0.7949092896662527
0.027,0,0.7949092896724543
0.028,0,0.7949092896746908
0.029,0,0.7949092896754976
0.03,0,0.7949092896757884
0.031,0,0.7949092896758931
0.032,0,0.7949092896759312
0.033,0,0.7949092896759447
0.034,0,0.7949092896759495
0.035,0,0.7949092896759514
0.036,0,0.7949092896759522
0.037,0,0.7949092896759525
0.038,0,0.7949092896759525
0.039,0,0.7949092896759525
0.04,0,0.7949092896759525
0.041,0,0.7949092896759525
0.042,0,0.7949092896759525
0.043,0,0.7949092896759525
0.044,0,0.7949092896759525
0.045,0,0.7949092896759525
0.046,0,0.7949092896759525
0.047,0,0.7949092896759525
0.048,0,0.7949092896759525
0.049,0,0.7949092896759525
0.05,0,0.7949092896759525
0.051,0,0.7949092896759525
0.052,0,0.7949092896759525
0.053,0,0.7949092896759525
0.054,0,0.7949092896759525
0.055,0,0.7949092896759525
0.056,0,0.7949092896759525
0.057,0,0.7949092896759525
0.058,0,0.7949092896759525
0.059,0,0.7949092896759525
0.06,0,0.7949092896759525
0.061,0,0.7949092896759525
0.062,0,0.7949092896759525
0.063,0,0.7949092896759525
0.064,0,0.7949092896759525
0.065,0,0.7949092896759525
0.066,0,0.7949092896759525
0.067,0,0.7949092896759525
0.068,0,0.7949092896759525
0.069,0,0.7949092896759525
0.07,0,0.7949092896759525
0.071,0,0.7949092896759525
0.072,0,0.7949092896759525
0.073,0,0.7949092896759525
0.074,0,0.7949092896759525
0.075,0,0.7949092896759525
0.076,0,0.7949092896759525
0.077,0,0.7949092896759525
0.078,0,0.7949092896759525
0.079,0,0.7949092896759525
0.08,0,0.7949092896759525
0.081,0,0.7949092896759525
0.082,0,0.7949092896759525
0.083,0,0.7949092896759525
0.084,0,0.7949092896759525
0.085,0,0.7949092896759525
0.086,0,0.7949092896759525
0.087,0,0.7949092896759525
0.088,0,0.7949092896759525
0.089,0,0.7949092896759525
0.09,0,0.7949092896759525
0.091,0,0.7949092896759525
0.092,0,0.7949092896759525
0.093,0,0.7949092896759525
0.094,0,0.7949092896759525
0.095,0,0.7949092896759525
0.096,0,0.7949092896759525
0.097,0,0.7949092896759525
0.098,0,0.7949092896759525
0.099,0,0.7949092896759525
0.0,10,0.0
0.001,10,0.1954941945770203
0.002,10,0.5681337596153396
0.003,10,0.7490460594659228
0.004,10,0.8120985610833298
0.005,10,0.8321418789313121
0.006,10,0.8383416373749832
0.007,10,0.8402435323892233
0.008,10,0.840825505568511
0.009,10,0.8410034501965916
0.01,10,0.8410578458967544
0.011,10,0.841074472863119
0.012,10,0.8410795550650397
0.013,10,0.8410811084814724
0.014,10,0.8410815832948889
0.015,10,0.8410817284250893
0.016,10,0.8410817727851907
0.017,10,0.8410817863441773
0.018,10,0.8410817904885798
0.019,10,0.8410817917553464
0.02,10,0.8410817921425428
0.021,10,0.8410817922608922
0.022,10,0.8410817922970664
0.023,10,0.8410817923081237
0.024,10,0.8410817923115034
0.025,10,0.8410817923125365
0.026,10,0.8410817923128521
0.027,10,0.8410817923129484
0.028,10,0.8410817923129776
0.029,10,0.8410817923129866
0.03,10,0.8410817923129897
0.031,10,0.8410817923129905
0.032,10,0.8410817923129909
0.033,10,0.8410817923129909
0.034,10,0.8410817923129909
0.035,10,0.8410817923129909
0.036,10,0.8410817923129909
0.037,10,0.8410817923129909
0.038,10,0.8410817923129909
0.039,10,0.8410817923129909
0.04,10,0.8410817923129909
0.041,10,0.8410817923129909
0.042,10,0.8410817923129909
0.043,10,0.8410817923129909
0.044,10,0.8410817923129909
0.045,10,0.8410817923129909
0.046,10,0.8410817923129909
0.047,10,0.8410817923129909
0.048,10,0.8410817923129909
0.049,10,0.8410817923129909
0.05,10,0.8410817923129909
0.051,10,0.8410817923129909
0.052,10,0.8410817923129909
0.053,10,0.8410817923129909
0.054,10,0.8410817923129909
0.055,10,0.8410817923129909
0.056,10,0.8410817923129909
0.057,10,0.8410817923129909
0.058,10,0.8410817923129909
0.059,10,0.8410817923129909
0.06,10,0.8410817923129909
0.061,10,0.8410817923129909
0.062,10,0.8410817923129909
0.063,10,0.8410817923129909
0.064,10,0.8410817923129909
0.065,10,0.8410817923129909
0.066,10,0.8410817923129909
0.067,10,0.8410817923129909
0.068,10,0.8410817923129909
0.069,10,0.8410817923129909
0.07,10,0.8410817923129909
0.071,10,0.8410817923129909
0.072,10,0.8410817923129909
0.073,10,0.8410817923129909
0.074,10,0.8410817923129909
0.075,10,0.8410817923129909
0.076,10,0.8410817923129909
0.077,10,0.8410817923129909
0.078,10,0.8410817923129909
0.079,10,0.8410817923129909
0.08,10,0.8410817923129909
0.081,10,0.8410817923129909
0.082,10,0.8410817923129909
0.083,10,0.8410817923129909
0.084,10,0.8410817923129909
0.085,10,0.8410817923129909
0.086,10,0.8410817923129909
0.087,10,0.8410817923129909
0.088,10,0.8410817923129909
0.089,10,0.8410817923129909
0.09,10,0.8410817923129909
0.091,10,0.8410817923129909
0.092,10,0.8410817923129909
0.093,10,0.8410817923129909
0.094,10,0.8410817923129909
0.095,10,0.8410817923129909
0.096,10,0.8410817923129909
0.097,10,0.8410817923129909
0.098,10,0.8410817923129909
0.099,10,0.8410817923129909
0.0,20,0.0
0.001,20,0.26458515364587104
0.002,20,0.6637539427821235
0.003,20,0.816380949308055
0.004,20,0.8597910428702854
0.005,20,0.871289640306372
0.006,20,0.8742809364667871
0.007,20,0.8750555002292226
0.008,20,0.875255824798155
0.009,20,0.8753076184682536
0.01,20,0.8753210085851565
0.011,20,0.875324470234383
0.012,20,0.8753253651445104
0.013,20,0.8753255964975374
0.014,20,0.8753256563071231
0.015,20,0.875325671769148
0.016,20,0.8753256757664035
0.017,20,0.8753256767997774
0.018,20,0.8753256770669258
0.019,20,0.8753256771359894
0.02,20,0.8753256771538438
0.021,20,0.8753256771584598
0.022,20,0.8753256771596529
0.023,20,0.8753256771599612
0.024,20,0.8753256771600407
0.025,20,0.875325677160062
0.026,20,0.8753256771600669
0.027,20,0.8753256771600685
0.028,20,0.8753256771600689
0.029,20,0.8753256771600689
0.03,20,0.8753256771600689
0.031,20,0.8753256771600689
0.032,20,0.8753256771600689
0.033,20,0.8753256771600689
0.034,20,0.8753256771600689
0.035,20,0.8753256771600689
0.036,20,0.8753256771600689
0.037,20,0.8753256771600689
0.038,20,0.8753256771600689
0.039,20,0.8753256771600689
0.04,20,0.8753256771600689
0.041,20,0.8753256771600689
0.042,20,0.8753256771600689
0.043,20,0.8753256771600689
0.044,20,0.8753256771600689
0.045,20,0.8753256771600689
0.046,20,0.8753256771600689
0.047,20,0.8753256771600689
0.048,20,0.8753256771600689
0.049,20,0.8753256771600689
0.05,20,0.8753256771600689
0.051,20,0.8753256771600689
0.052,20,0.8753256771600689
0.053,20,0.8753256771600689
0.054,20,0.8753256771600689
0.055,20,0.8753256771600689
0.056,20,0.8753256771600689
0.057,20,0.8753256771600689
0.058,20,0.8753256771600689
0.059,20,0.8753256771600689
0.06,20,0.8753256771600689
0.061,20,0.8753256771600689
0.062,20,0.8753256771600689
0.063,20,0.8753256771600689
0.064,20,0.8753256771600689
0.065,20,0.8753256771600689
0.066,20,0.8753256771600689
0.067,20,0.8753256771600689
0.068,20,0.8753256771600689
0.069,20,0.8753256771600689
0.07,20,0.8753256771600689
0.071,20,0.8753256771600689
0.072,20,0.8753256771600689
0.073,20,0.8753256771600689
0.074,20,0.8753256771600689
0.075,20,0.8753256771600689
0.076,20,0.8753256771600689
0.077,20,0.8753256771600689
0.078,20,0.8753256771600689
0.079,20,0.8753256771600689
0.08,20,0.8753256771600689
0.081,20,0.8753256771600689
0.082,20,0.8753256771600689
0.083,20,0.8753256771600689
0.084,20,0.8753256771600689
0.085,20,0.8753256771600689
0.086,20,0.8753256771600689
0.087,20,0.8753256771600689
0.088,20,0.8753256771600689
0.089,20,0.8753256771600689
0.09,20,0.8753256771600689
0.091,20,0.8753256771600689
0.092,20,0.8753256771600689
0.093,20,0.8753256771600689
0.094,20,0.8753256771600689
0.095,20,0.8753256771600689
0.096,20,0.8753256771600689
0.097,20,0.8753256771600689
0.098,20,0.8753256771600689
0.099,20,0.8753256771600689
0.0,30,0.0
0.001,30,0.33633516464964075
0.002,30,0.74114408235298
0.003,30,0.8641755463090328
0.004,30,0.8929624678249772
0.005,30,0.8993434294622187
0.006,30,0.9007414380343124
0.007,30,0.9010469511854307
0.008,30,0.9011136793403051
0.009,30,0.9011282518961617
0.01,30,0.9011314342675117
0.011,30,0.9011321292333792
0.012,30,0.9011322809997486
0.013,30,0.9011323141424191
0.014,30,0.9011323213801002
0.015,30,0.9011323229606617
0.016,30,0.9011323233058236
0.017,30,0.9011323233812001
0.018,30,0.9011323233976607
0.019,30,0.901132323401255
0.02,30,0.9011323234020403
0.021,30,0.9011323234022116
0.022,30,0.9011323234022494
0.023,30,0.9011323234022572
0.024,30,0.9011323234022592
0.025,30,0.9011323234022597
0.026,30,0.9011323234022597
0.027,30,0.9011323234022597
0.028,30,0.9011323234022597
0.029,30,0.9011323234022597
0.03,30,0.9011323234022597
0.031,30,0.9011323234022597
0.032,30,0.9011323234022597
0.033,30,0.9011323234022597
0.034,30,0.9011323234022597
0.035,30,0.9011323234022597
0.036,30,0.9011323234022597
0.037,30,0.9011323234022597
0.038,30,0.9011323234022597
0.039,30,0.9011323234022597
0.04,30,0.9011323234022597
0.041,30,0.9011323234022597
0.042,30,0.9011323234022597
0.043,30,0.9011323234022597
0.044,30,0.9011323234022597
0.045,30,0.9011323234022597
0.046,30,0.9011323234022597
0.047,30,0.9011323234022597
0.048,30,0.9011323234022597
0.049,30,0.9011323234022597
0.05,30,0.9011323234022597
0.051,30,0.9011323234022597
0.052,30,0.9011323234022597
0.053,30,0.9011323234022597
0.054,30,0.9011323234022597
0.055,30,0.9011323234022597
0.056,30,0.9011323234022597
0.057,30,0.9011323234022597
0.058,30,0.9011323234022597
0.059,30,0.9011323234022597
0.06,30,0.9011323234022597
0.061,30,0.9011323234022597
0.062,30,0.9011323234022597
0.063,30,0.9011323234022597
0.064,30,0.9011323234022597
0.065,30,0.9011323234022597
0.066,30,0.9011323234022597
0.067,30,0.9011323234022597
0.068,30,0.9011323234022597
0.069,30,0.9011323234022597
0.07,30,0.9011323234022597
0.071,30,0.9011323234022597
0.072,30,0.9011323234022597
0.073,30,0.9011323234022597
0.074,30,0.9011323234022597
0.075,30,0.9011323234022597
0.076,30,0.9011323234022597
0.077,30,0.9011323234022597
0.078,30,0.9011323234022597
0.079,30,0.9011323234022597
0.08,30,0.9011323234022597
0.081,30,0.9011323234022597
0.082,30,0.9011323234022597
0.083,30,0.9011323234022597
0.084,30,0.9011323234022597
0.085,30,0.9011323234022597
0.086,30,0.9011323234022597
0.087,30,0.9011323234022597
0.088,30,0.9011323234022597
0.089,30,0.9011323234022597
0.09,30,0.9011323234022597
0.091,30,0.9011323234022597
0.092,30,0.9011323234022597
0.093,30,0.9011323234022597
0.094,30,0.9011323234022597
0.095,30,0.9011323234022597
0.096,30,0.9011323234022597
0.097,30,0.9011323234022597
0.098,30,0.9011323234022597
0.099,30,0.9011323234022597
0.0,40,0.0
0.001,40,0.4076550151689948
0.002,40,0.801971851556507
0.003,40,0.8980237429378143
0.004,40,0.9166281265433105
0.005,40,0.920088461062554
0.006,40,0.9207273142635779
0.007,40,0.9208450996662615
0.008,40,0.9208668103086142
0.009,40,0.9208708119093134
0.01,40,0.9208715494587207
0.011,40,0.9208716853988886
0.012,40,0.9208717104544629
0.013,40,0.9208717150725368
0.014,40,0.9208717159237091
0.015,40,0.9208717160805914
0.016,40,0.920871716109507
0.017,40,0.9208717161148364
0.018,40,0.9208717161158188
0.019,40,0.9208717161159998
0.02,40,0.9208717161160332
0.021,40,0.9208717161160396
0.022,40,0.9208717161160404
0.023,40,0.9208717161160408
0.024,40,0.9208717161160408
0.025,40,0.9208717161160408
0.026,40,0.9208717161160408
0.027,40,0.9208717161160408
0.028,40,0.9208717161160408
0.029,40,0.9208717161160408
0.03,40,0.9208717161160408
0.031,40,0.9208717161160408
0.032,40,0.9208717161160408
0.033,40,0.9208717161160408
0.034,40,0.9208717161160408
0.035,40,0.9208717161160408
0.036,40,0.9208717161160408
0.037,40,0.9208717161160408
0.038,40,0.9208717161160408
0.039,40,0.9208717161160408
0.04,40,0.9208717161160408
0.041,40,0.9208717161160408
0.042,40,0.9208717161160408
0.043,40,0.9208717161160408
0.044,40,0.9208717161160408
0.045,40,0.9208717161160408
0.046,40,0.9208717161160408
0.047,40,0.9208717161160408
0.048,40,0.9208717161160408
0.049,40,0.9208717161160408
0.05,40,0.9208717161160408
0.051,40,0.9208717161160408
0.052,40,0.9208717161160408
0.053,40,0.9208717161160408
0.054,40,0.9208717161160408
0.055,40,0.9208717161160408
0.056,40,0.9208717161160408
0.057,40,0.9208717161160408
0.058,40,0.9208717161160408
0.059,40,0.9208717161160408
0.06,40,0.9208717161160408
0.061,40,0.9208717161160408
0.062,40,0.9208717161160408
0.063,40,0.9208717161160408
0.064,40,0.9208717161160408
0.065,40,0.9208717161160408
0.066,40,0.9208717161160408
0.067,40,0.9208717161160408
0.068,40,0.9208717161160408
0.069,40,0.9208717161160408
0.07,40,0.9208717161160408
0.071,40,0.9208717161160408
0.072,40,0.9208717161160408
0.073,40,0.9208717161160408
0.074,40,0.9208717161160408
0.075,40,0.9208717161160408
0.076,40,0.9208717161160408
0.077,40,0.9208717161160408
0.078,40,0.9208717161160408
0.079,40,0.9208717161160408
0.08,40,0.9208717161160408
0.081,40,0.9208717161160408
0.082,40,0.9208717161160408
0.083,40,0.9208717161160408
0.084,40,0.9208717161160408
0.085,40,0.9208717161160408
0.086,40,0.9208717161160408
0.087,40,0.9208717161160408
0.088,40,0.9208717161160408
0.089,40,0.9208717161160408
0.09,40,0.9208717161160408
0.091,40,0.9208717161160408
0.092,40,0.9208717161160408
0.093,40,0.9208717161160408
0.094,40,0.9208717161160408
0.095,40,0.9208717161160408
0.096,40,0.9208717161160408
0.097,40,0.9208717161160408
0.098,40,0.9208717161160408
0.099,40,0.9208717161160408
0.0,50,0.0
0.001,50,0.47624792773199126
0.002,50,0.8488956874385296
0.003,50,0.9221787758870579
0.004,50,0.9339838485371684
0.005,50,0.9358292064475568
0.006,50,0.936116333122034
0.007,50,0.9361609760673737
0.008,50,0.9361679164495673
0.009,50,0.9361689954120788
0.01,50,0.9361691631487977
0.011,50,0.9361691892253254
0.012,50,0.9361691932792092
0.013,50,0.9361691939094309
0.014,50,0.9361691940074053
0.015,50,0.9361691940226364
0.016,50,0.9361691940250046
0.017,50,0.9361691940253727
0.018,50,0.9361691940254298
0.019,50,0.9361691940254386
0.02,50,0.93616919402544
0.021,50,0.9361691940254404
0.022,50,0.9361691940254404
0.023,50,0.9361691940254404
0.024,50,0.9361691940254404
0.025,50,0.9361691940254404
0.026,50,0.9361691940254404
0.027,50,0.9361691940254404
0.028,50,0.9361691940254404
0.029,50,0.9361691940254404
0.03,50,0.9361691940254404
0.031,50,0.9361691940254404
0.032,50,0.9361691940254404
0.033,50,0.9361691940254404
0.034,50,0.9361691940254404
0.035,50,0.9361691940254404
0.036,50,0.9361691940254404
0.037,50,0.9361691940254404
0.038,50,0.9361691940254404
0.039,50,0.9361691940254404
0.04,50,0.9361691940254404
0.041,50,0.9361691940254404
0.042,50,0.9361691940254404
0.043,50,0.9361691940254404
0.044,50,0.9361691940254404
0.045,50,0.9361691940254404
0.046,50,0.9361691940254404
0.047,50,0.9361691940254404
0.048,50,0.9361691940254404
0.049,50,0.9361691940254404
0.05,50,0.9361691940254404
0.051,50,0.9361691940254404
0.052,50,0.9361691940254404
0.053,50,0.9361691940254404
0.054,50,0.9361691940254404
0.055,50,0.9361691940254404
0.056,50,0.9361691940254404
0.057,50,0.9361691940254404
0.058,50,0.9361691940254404
0.059,50,0.9361691940254404
0.06,50,0.9361691940254404
0.061,50,0.9361691940254404
0.062,50,0.9361691940254404
0.063,50,0.9361691940254404
0.064,50,0.9361691940254404
0.065,50,0.9361691940254404
0.066,50,0.9361691940254404
0.067,50,0.9361691940254404
0.068,50,0.9361691940254404
0.069,50,0.9361691940254404
0.07,50,0.9361691940254404
0.071,50,0.9361691940254404
0.072,50,0.9361691940254404
0.073,50,0.9361691940254404
0.074,50,0.9361691940254404
0.075,50,0.9361691940254404
0.076,50,0.9361691940254404
0.077,50,0.9361691940254404
0.078,50,0.9361691940254404
0.079,50,0.9361691940254404
0.08,50,0.9361691940254404
0.081,50,0.9361691940254404
0.082,50,0.9361691940254404
0.083,50,0.9361691940254404
0.084,50,0.9361691940254404
0.085,50,0.9361691940254404
0.086,50,0.9361691940254404
0.087,50,0.9361691940254404
0.088,50,0.9361691940254404
0.089,50,0.9361691940254404
0.09,50,0.9361691940254404
0.091,50,0.9361691940254404
0.092,50,0.9361691940254404
0.093,50,0.9361691940254404
0.094,50,0.9361691940254404
0.095,50,0.9361691940254404
0.096,50,0.9361691940254404
0.097,50,0.9361691940254404
0.098,50,0.9361691940254404
0.099,50,0.9361691940254404
0.0,60,0.0
0.001,60,0.5405626634031503
0.002,60,0.8846761583137375
0.003,60,0.9396506819172967
0.004,60,0.9470408769892475
0.005,60,0.9480126361760465
0.006,60,0.9481400476210193
0.007,60,0.9481567467603069
0.008,60,0.9481589353191249
0.009,60,0.9481592221458005
0.01,60,0.9481592597365068
0.011,60,0.9481592646630396
0.012,60,0.9481592653086968
0.013,60,0.9481592653933152
0.014,60,0.9481592654044053
0.015,60,0.9481592654058583
0.016,60,0.948159265406049
0.017,60,0.9481592654060738
0.018,60,0.9481592654060772
0.019,60,0.9481592654060775
0.02,60,0.9481592654060775
0.021,60,0.9481592654060775
0.022,60,0.9481592654060775
0.023,60,0.9481592654060775
0.024,60,0.9481592654060775
0.025,60,0.9481592654060775
0.026,60,0.9481592654060775
0.027,60,0.9481592654060775
0.028,60,0.9481592654060775
0.029,60,0.9481592654060775
0.03,60,0.9481592654060775
0.031,60,0.9481592654060775
0.032,60,0.9481592654060775
0.033,60,0.9481592654060775
0.034,60,0.9481592654060775
0.035,60,0.9481592654060775
0.036,60,0.9481592654060775
0.037,60,0.9481592654060775
0.038,60,0.9481592654060775
0.039,60,0.9481592654060775
0.04,60,0.9481592654060775
0.041,60,0.9481592654060775
0.042,60,0.9481592654060775
0.043,60,0.9481592654060775
0.044,60,0.9481592654060775
0.045,60,0.9481592654060775
0.046,60,0.9481592654060775
0.047,60,0.9481592654060775
0.048,60,0.9481592654060775
0.049,60,0.9481592654060775
0.05,60,0.9481592654060775
0.051,60,0.9481592654060775
0.052,60,0.9481592654060775
0.053,60,0.9481592654060775
0.054,60,0.9481592654060775
0.055,60,0.9481592654060775
0.056,60,0.9481592654060775
0.057,60,0.9481592654060775
0.058,60,0.9481592654060775
0.059,60,0.9481592654060775
0.06,60,0.9481592654060775
0.061,60,0.9481592654060775
0.062,60,0.9481592654060775
0.063,60,0.9481592654060775
0.064,60,0.9481592654060775
0.065,60,0.9481592654060775
0.066,60,0.9481592654060775
0.067,60,0.9481592654060775
0.068,60,0.9481592654060775
0.069,60,0.9481592654060775
0.07,60,0.9481592654060775
0.071,60,0.9481592654060775
0.072,60,0.9481592654060775
0.073,60,0.9481592654060775
0.074,60,0.9481592654060775
0.075,60,0.9481592654060775
0.076,60,0.9481592654060775
0.077,60,0.9481592654060775
0.078,60,0.9481592654060775
0.079,60,0.9481592654060775
0.08,60,0.9481592654060775
0.081,60,0.9481592654060775
0.082,60,0.9481592654060775
0.083,60,0.9481592654060775
0.084,60,0.9481592654060775
0.085,60,0.9481592654060775
0.086,60,0.9481592654060775
0.087,60,0.9481592654060775
0.088,60,0.9481592654060775
0.089,60,0.9481592654060775
0.09,60,0.9481592654060775
0.091,60,0.9481592654060775
0.092,60,0.9481592654060775
0.093,60,0.9481592654060775
0.094,60,0.9481592654060775
0.095,60,0.9481592654060775
0.096,60,0.9481592654060775
0.097,60,0.9481592654060775
0.098,60,0.9481592654060775
0.099,60,0.9481592654060775
0.0,70,0.0
0.001,70,0.5996745540709044
0.002,70,0.9117787041813312
0.003,70,0.9525002276605082
0.004,70,0.9570795254018221
0.005,70,0.9575862543259085
0.006,70,0.9576422276766348
0.007,70,0.957648409289012
0.008,70,0.9576490919621724
0.009,70,0.9576491673537534
0.01,70,0.9576491756796834
0.011,70,0.957649176599164
0.012,70,0.9576491767007078
0.013,70,0.9576491767119215
0.014,70,0.9576491767131601
0.015,70,0.9576491767132967
0.016,70,0.9576491767133123
0.017,70,0.957649176713314
0.018,70,0.957649176713314
0.019,70,0.957649176713314
0.02,70,0.957649176713314
0.021,70,0.957649176713314
0.022,70,0.957649176713314
0.023,70,0.957649176713314
0.024,70,0.957649176713314
0.025,70,0.957649176713314
0.026,70,0.957649176713314
0.027,70,0.957649176713314
0.028,70,0.957649176713314
0.029,70,0.957649176713314
0.03,70,0.957649176713314
0.031,70,0.957649176713314
0.032,70,0.957649176713314
0.033,70,0.957649176713314
0.034,70,0.957649176713314
0.035,70,0.957649176713314
0.036,70,0.957649176713314
0.037,70,0.957649176713314
0.038,70,0.957649176713314
0.039,70,0.957649176713314
0.04,70,0.957649176713314
0.041,70,0.957649176713314
0.042,70,0.957649176713314
0.043,70,0.957649176713314
0.044,70,0.957649176713314
0.045,70,0.957649176713314
0.046,70,0.957649176713314
0.047,70,0.957649176713314
0.048,70,0.957649176713314
0.049,70,0.957649176713314
0.05,70,0.957649176713314
0.051,70,0.957649176713314
0.052,70,0.957649176713314
0.053,70,0.957649176713314
0.054,70,0.957649176713314
0.055,70,0.957649176713314
0.056,70,0.957649176713314
0.057,70,0.957649176713314
0.058,70,0.957649176713314
0.059,70,0.957649176713314
0.06,70,0.957649176713314
0.061,70,0.957649176713314
0.062,70,0.957649176713314
0.063,70,0.957649176713314
0.064,70,0.957649176713314
0.065,70,0.957649176713314
0.066,70,0.957649176713314
0.067,70,0.957649176713314
0.068,70,0.957649176713314
0.069,70,0.957649176713314
0.07,70,0.957649176713314
0.071,70,0.957649176713314
0.072,70,0.957649176713314
0.073,70,0.957649176713314
0.074,70,0.957649176713314
0.075,70,0.957649176713314
0.076,70,0.957649176713314
0.077,70,0.957649176713314
0.078,70,0.957649176713314
0.079,70,0.957649176713314
0.08,70,0.957649176713314
0.081,70,0.957649176713314
0.082,70,0.957649176713314
0.083,70,0.957649176713314
0.084,70,0.957649176713314
0.085,70,0.957649176713314
0.086,70,0.957649176713314
0.087,70,0.957649176713314
0.088,70,0.957649176713314
0.089,70,0.957649176713314
0.09,70,0.957649176713314
0.091,70,0.957649176713314
0.092,70,0.957649176713314
0.093,70,0.957649176713314
0.094,70,0.957649176713314
0.095,70,0.957649176713314
0.096,70,0.957649176713314
0.097,70,0.957649176713314
0.098,70,0.957649176713314
0.099,70,0.957649176713314
0.0,80,0.0
0.001,80,0.6531477277680109
0.002,80,0.9322450485060503
0.003,80,0.9621197590386454
0.004,80,0.9649348638908528
0.005,80,0.965197049673478
0.006,80,0.9652214419387353
0.007,80,0.965223711026371
0.008,80,0.9652239221060006
0.009,80,0.9652239417414571
0.01,80,0.965223943568024
0.011,80,0.9652239437379383
0.012,80,0.9652239437537445
0.013,80,0.9652239437552149
0.014,80,0.9652239437553516
0.015,80,0.9652239437553645
0.016,80,0.9652239437553658
0.017,80,0.9652239437553658
0.018,80,0.9652239437553658
0.019,80,0.9652239437553658
0.02,80,0.9652239437553658
0.021,80,0.9652239437553658
0.022,80,0.9652239437553658
0.023,80,0.9652239437553658
0.024,80,0.9652239437553658
0.025,80,0.9652239437553658
0.026,80,0.9652239437553658
0.027,80,0.9652239437553658
0.028,80,0.9652239437553658
0.029,80,0.9652239437553658
0.03,80,0.9652239437553658
0.031,80,0.9652239437553658
0.032,80,0.9652239437553658
0.033,80,0.9652239437553658
0.034,80,0.9652239437553658
0.035,80,0.9652239437553658
0.036,80,0.9652239437553658
0.037,80,0.9652239437553658
0.038,80,0.9652239437553658
0.039,80,0.9652239437553658
0.04,80,0.9652239437553658
0.041,80,0.9652239437553658
0.042,80,0.9652239437553658
0.043,80,0.9652239437553658
0.044,80,0.9652239437553658
0.045,80,0.9652239437553658
0.046,80,0.9652239437553658
0.047,80,0.9652239437553658
0.048,80,0.9652239437553658
0.049,80,0.9652239437553658
0.05,80,0.9652239437553658
0.051,80,0.9652239437553658
0.052,80,0.9652239437553658
0.053,80,0.9652239437553658
0.054,80,0.9652239437553658
0.055,80,0.9652239437553658
0.056,80,0.9652239437553658
0.057,80,0.9652239437553658
0.058,80,0.9652239437553658
0.059,80,0.9652239437553658
0.06,80,0.9652239437553658
0.061,80,0.9652239437553658
0.062,80,0.9652239437553658
0.063,80,0.9652239437553658
0.064,80,0.9652239437553658
0.065,80,0.9652239437553658
0.066,80,0.9652239437553658
0.067,80,0.9652239437553658
0.068,80,0.9652239437553658
0.069,80,0.9652239437553658
0.07,80,0.9652239437553658
0.071,80,0.9652239437553658
0.072,80,0.9652239437553658
0.073,80,0.9652239437553658
0.074,80,0.9652239437553658
0.075,80,0.9652239437553658
0.076,80,0.9652239437553658
0.077,80,0.9652239437553658
0.078,80,0.9652239437553658
0.079,80,0.9652239437553658
0.08,80,0.9652239437553658
0.081,80,0.9652239437553658
0.082,80,0.9652239437553658
0.083,80,0.9652239437553658
0.084,80,0.9652239437553658
0.085,80,0.9652239437553658
0.086,80,0.9652239437553658
0.087,80,0.9652239437553658
0.088,80,0.9652239437553658
0.089,80,0.9652239437553658
0.09,80,0.9652239437553658
0.091,80,0.9652239437553658
0.092,80,0.9652239437553658
0.093,80,0.9652239437553658
0.094,80,0.9652239437553658
0.095,80,0.9652239437553658
0.096,80,0.9652239437553658
0.097,80,0.9652239437553658
0.098,80,0.9652239437553658
0.099,80,0.9652239437553658
