0,1,2
0.085,-60,0.07740463322106132
0.086,-60,0.07740463324842423
0.087,-60,0.0774046332696326
0.088,-60,0.07740463328607065
0.089,-60,0.07740463329881146
0.09,-60,0.07740463330868655
0.091,-60,0.07740463331634047
0.092,-60,0.07740463332227286
0.093,-60,0.0774046333268709
0.094,-60,0.07740463333043478
0.095,-60,0.07740463333319705
0.096,-60,0.07740463333533801
0.097,-60,0.07740463333699742
0.098,-60,0.07740463333828361
0.099,-60,0.07740463333928045
0.0,-50,0.0
0.001,-50,0.0012738840719693466
0.002,-50,0.01116179093022283
0.003,-50,0.032047918313872714
0.004,-50,0.059439952412392125
0.005,-50,0.08801158574066414
0.006,-50,0.11422234650762167
0.007,-50,0.13645043404656249
0.008,-50,0.15436897460046264
0.009,-50,0.16833247065130863
0.01,-50,0.1789649307190187
0.011,-50,0.18693194980361302
0.012,-50,0.19283480075102524
0.013,-50,0.19717356388155627
0.014,-50,0.20034465837817572
0.015,-50,0.2026529804183266
0.016,-50,0.20432841369080987
0.017,-50,0.20554196204246855
0.018,-50,0.2064196504079417
0.019,-50,0.20705375202565862
0.02,-50,0.20751151763581704
0.021,-50,0.20784180121782067
0.022,-50,0.20808000996959033
0.023,-50,0.20825176276489252
0.024,-50,0.20837557403176493
0.025,-50,0.20846481245385834
0.026,-50,0.20852912519767997
0.027,-50,0.2085754708133497
0.028,-50,0.20860886694097458
0.029,-50,0.20863293084918336
0.03,-50,0.2086502698342544
0.031,-50,0.2086627629898435
0.032,-50,0.20867176447388378
0.033,-50,0.20867825009230462
0.034,-50,0.20868292297945068
0.035,-50,0.20868628977510165
0.036,-50,0.20868871552749538
0.037,-50,0.20869046325980978
0.038,-50,0.20869172248224635
0.039,-50,0.20869262973717156
0.04,-50,0.2086932834029416
0.041,-50,0.20869375436054338
0.042,-50,0.2086940936791182
0.043,-50,0.20869433815345706
0.044,-50,0.20869451429378444
0.045,-50,0.20869464120038944
0.046,-50,0.20869473263478272
0.047,-50,0.20869479851194744
0.048,-50,0.20869484597549331
0.049,-50,0.2086948801722906
0.05,-50,0.2086949048105867
0.051,-50,0.2086949225621208
0.052,-50,0.20869493535184291
0.053,-50,0.20869494456665155
0.054,-50,0.20869495120578674
0.055,-50,0.208694955989187
0.056,-50,0.20869495943555708
0.057,-50,0.20869496191861656
0.058,-50,0.2086949637076246
0.059,-50,0.20869496499657889
0.06,-50,0.20869496592525164
0.061,-50,0.2086949665943468
0.062,-50,0.20869496707642005
0.063,-50,0.20869496742374677
0.064,-50,0.20869496767399068
0.065,-50,0.20869496785428776
0.066,-50,0.20869496798418913
0.067,-50,0.20869496807778123
0.068,-50,0.20869496814521288
0.069,-50,0.20869496819379652
0.07,-50,0.20869496822880024
0.071,-50,0.20869496825401995
0.072,-50,0.20869496827219042
0.073,-50,0.20869496828528192
0.074,-50,0.20869496829471407
0.075,-50,0.2086949683015099
0.076,-50,0.20869496830640624
0.077,-50,0.2086949683099338
0.078,-50,0.2086949683124756
0.079,-50,0.20869496831430673
0.08,-50,0.20869496831562612
0.081,-50,0.20869496831657677
0.082,-50,0.2086949683172617
0.083,-50,0.20869496831775505
0.084,-50,0.2086949683181106
0.085,-50,0.20869496831836676
0.086,-50,0.2086949683185513
0.087,-50,0.20869496831868434
0.088,-50,0.20869496831878004
0.089,-50,0.208694968318849
0.09,-50,0.20869496831889878
0.091,-50,0.20869496831893458
0.092,-50,0.20869496831896048
0.093,-50,0.20869496831897913
0.094,-50,0.20869496831899242
0.095,-50,0.20869496831900203
0.096,-50,0.20869496831900916
0.097,-50,0.2086949683190141
0.098,-50,0.20869496831901765
0.099,-50,0.20869496831902026
0.0,-40,0.0
0.001,-40,0.005602168513026136
0.002,-40,0.041545625120224874
0.003,-40,0.10345741909420095
0.004,-40,0.17024968659711956
0.005,-40,0.228321788170472
0.006,-40,0.27332185741395115
0.007,-40,0.30595100241074225
0.008,-40,0.3286797479881582
0.009,-40,0.34412281829294133
0.01,-40,0.3544520581560982
0.011,-40,0.36129196940885433
0.012,-40,0.36579222481752893
0.013,-40,0.36874085763259956
0.014,-40,0.37066766291640046
0.015,-40,0.3719245581831378
0.016,-40,0.3727435318545747
0.017,-40,0.3732767714183464
0.018,-40,0.3736238021473261
0.019,-40,0.37384957882534575
0.02,-40,0.37399643859914394
0.021,-40,0.3740919532155111
0.022,-40,0.3741540687022697
0.023,-40,0.37419446168688036
0.024,-40,0.3742207278348923
0.025,-40,0.3742378073950416
0.026,-40,0.37424891320860454
0.027,-40,0.37425613458171714
0.028,-40,0.374260830130978
0.029,-40,0.37426388330250504
0.03,-40,0.37426586855077765
0.031,-40,0.37426715940643684
0.032,-40,0.37426799875053435
0.033,-40,0.37426854451100194
0.034,-40,0.37426889937659774
0.035,-40,0.3742691301180289
0.036,-40,0.3742692801511622
0.037,-40,0.3742693777059786
0.038,-40,0.3742694411382435
0.039,-40,0.3742694823832801
0.04,-40,0.37426950920169827
0.041,-40,0.3742695266396151
0.042,-40,0.3742695379781266
0.043,-40,0.3742695453506726
0.044,-40,0.3742695501444616
0.045,-40,0.37426955326148714
0.046,-40,0.3742695552882447
0.047,-40,0.37426955660608624
0.048,-40,0.37426955746297547
0.049,-40,0.37426955802014344
0.05,-40,0.3742695583824259
0.051,-40,0.37426955861798983
0.052,-40,0.37426955877115864
0.053,-40,0.3742695588707525
0.054,-40,0.3742695589355105
0.055,-40,0.37426955897761754
0.056,-40,0.3742695590049965
0.057,-40,0.37426955902279885
0.058,-40,0.37426955903437437
0.059,-40,0.3742695590419009
0.06,-40,0.374269559046795
0.061,-40,0.37426955904997694
0.062,-40,0.37426955905204606
0.063,-40,0.3742695590533916
0.064,-40,0.37426955905426623
0.065,-40,0.3742695590548351
0.066,-40,0.37426955905520487
0.067,-40,0.3742695590554454
0.068,-40,0.37426955905560183
0.069,-40,0.3742695590557036
0.07,-40,0.3742695590557697
0.071,-40,0.3742695590558126
0.072,-40,0.3742695590558404
0.073,-40,0.37426955905585874
0.074,-40,0.3742695590558706
0.075,-40,0.3742695590558783
0.076,-40,0.37426955905588316
0.077,-40,0.37426955905588655
0.078,-40,0.3742695590558885
0.079,-40,0.37426955905588993
0.08,-40,0.3742695590558908
0.081,-40,0.37426955905589143
0.082,-40,0.3742695590558919
0.083,-40,0.3742695590558921
0.084,-40,0.3742695590558921
0.085,-40,0.37426955905589226
0.086,-40,0.37426955905589226
0.087,-40,0.3742695590558925
0.088,-40,0.3742695590558925
0.089,-40,0.3742695590558925
0.09,-40,0.3742695590558925
0.091,-40,0.3742695590558925
0.092,-40,0.3742695590558925
0.093,-40,0.3742695590558925
0.094,-40,0.3742695590558925
0.095,-40,0.3742695590558925
0.096,-40,0.3742695590558925
0.097,-40,0.3742695590558925
0.098,-40,0.3742695590558925
0.099,-40,0.3742695590558925
0.0,-30,0.0
0.001,-30,0.017559066408222496
0.002,-30,0.10737939692507469
0.003,-30,0.22900825654998028
0.004,-30,0.333788654995817
0.005,-30,0.40799195405556826
0.006,-30,0.45568547172407975
0.007,-30,0.4848077908330213
0.008,-30,0.5020976876340613
0.009,-30,0.5122028907197429
0.01,-30,0.5180568680213767
0.011,-30,0.5214310788808113
0.012,-30,0.5233703932197671
0.013,-30,0.5244831829896756
0.014,-30,0.52512111078187
0.015,-30,0.5254866191878381
0.016,-30,0.5256959774633659
0.017,-30,0.5258158740225868
0.018,-30,0.5258845302127494
0.019,-30,0.525923842445921
0.02,-30,0.5259463517172864
0.021,-30,0.5259592397602597
0.022,-30,0.5259666189355806
0.023,-30,0.5259708439286375
0.024,-30,0.5259732629663247
0.025,-30,0.525974647993804
0.026,-30,0.5259754409946344
0.027,-30,0.5259758950288748
0.028,-30,0.5259761549870049
0.029,-30,0.5259763038264729
0.03,-30,0.5259763890447516
0.031,-30,0.5259764378366121
0.032,-30,0.5259764657724678
0.033,-30,0.5259764817671854
0.034,-30,0.5259764909249852
0.035,-30,0.5259764961682977
0.036,-30,0.5259764991703642
0.037,-30,0.525976500889202
0.038,-30,0.5259765018733252
0.039,-30,0.5259765024367863
0.04,-30,0.525976502759397
0.041,-30,0.5259765029441082
0.042,-30,0.525976503049865
0.043,-30,0.5259765031104163
0.044,-30,0.5259765031450848
0.045,-30,0.5259765031649345
0.046,-30,0.5259765031762993
0.047,-30,0.5259765031828063
0.048,-30,0.5259765031865319
0.049,-30,0.525976503188665
0.05,-30,0.5259765031898861
0.051,-30,0.5259765031905854
0.052,-30,0.5259765031909859
0.053,-30,0.5259765031912149
0.054,-30,0.5259765031913464
0.055,-30,0.5259765031914215
0.056,-30,0.5259765031914645
0.057,-30,0.5259765031914893
0.058,-30,0.5259765031915032
0.059,-30,0.5259765031915115
0.06,-30,0.5259765031915158
0.061,-30,0.5259765031915186
0.062,-30,0.5259765031915199
0.063,-30,0.525976503191521
0.064,-30,0.5259765031915213
0.065,-30,0.5259765031915216
0.066,-30,0.5259765031915219
0.067,-30,0.5259765031915219
0.068,-30,0.5259765031915221
0.069,-30,0.5259765031915221
0.07,-30,0.5259765031915221
0.071,-30,0.5259765031915221
0.072,-30,0.5259765031915221
0.073,-30,0.5259765031915221
0.074,-30,0.5259765031915221
0.075,-30,0.5259765031915221
0.076,-30,0.5259765031915221
0.077,-30,0.5259765031915221
0.078,-30,0.5259765031915221
0.079,-30,0.5259765031915221
0.08,-30,0.5259765031915221
0.081,-30,0.5259765031915221
0.082,-30,0.5259765031915221
0.083,-30,0.5259765031915221
0.084,-30,0.5259765031915221
0.085,-30,0.5259765031915221
0.086,-30,0.5259765031915221
0.087,-30,0.5259765031915221
0.088,-30,0.5259765031915221
0.089,-30,0.5259765031915221
0.09,-30,0.5259765031915221
0.091,-30,0.5259765031915221
0.092,-30,0.5259765031915221
0.093,-30,0.5259765031915221
0.094,-30,0.5259765031915221
0.095,-30,0.5259765031915221
0.096,-30,0.5259765031915221
0.097,-30,0.5259765031915221
0.098,-30,0.5259765031915221
0.099,-30,0.5259765031915221
0.0,-20,0.0
0.001,-20,0.0417773559778119
0.002,-20,0.20893521919831515
0.003,-20,0.3837320130789057
0.004,-20,0.5027193786872696
0.005,-20,0.5709928974037874
0.006,-20,0.6072842895023757
0.007,-20,0.6258919816774408
0.008,-20,0.6352677026775958
0.009,-20,0.6399515942435925
0.01,-20,0.6422817316359888
0.011,-20,0.6434385187031699
0.012,-20,0.6440122105439876
0.013,-20,0.6442965798987199
0.014,-20,0.644437501443231
0.015,-20,0.6445073275369401
0.016,-20,0.6445419239620233
0.017,-20,0.644559064773886
0.018,-20,0.6445675570666077
0.019,-20,0.6445717644806771
0.02,-20,0.6445738489904485
0.021,-20,0.6445748817323865
0.022,-20,0.6445753933898275
0.023,-20,0.6445756468831816
0.024,-20,0.6445757724728068
0.025,-20,0.6445758346943677
0.026,-20,0.6445758655211375
0.027,-20,0.6445758807938127
0.028,-20,0.644575888360438
0.029,-20,0.6445758921092125
0.03,-20,0.6445758939664881
0.031,-20,0.6445758948866485
0.032,-20,0.6445758953425286
0.033,-20,0.6445758955683878
0.034,-20,0.6445758956802862
0.035,-20,0.6445758957357248
0.036,-20,0.644575895763191
0.037,-20,0.644575895776799
0.038,-20,0.6445758957835407
0.039,-20,0.6445758957868807
0.04,-20,0.6445758957885356
0.041,-20,0.6445758957893553
0.042,-20,0.6445758957897616
0.043,-20,0.6445758957899629
0.044,-20,0.6445758957900626
0.045,-20,0.6445758957901121
0.046,-20,0.6445758957901364
0.047,-20,0.6445758957901482
0.048,-20,0.6445758957901543
0.049,-20,0.6445758957901575
0.05,-20,0.6445758957901591
0.051,-20,0.6445758957901594
0.052,-20,0.6445758957901601
0.053,-20,0.6445758957901601
0.054,-20,0.6445758957901604
0.055,-20,0.6445758957901604
0.056,-20,0.6445758957901604
0.057,-20,0.6445758957901604
0.058,-20,0.6445758957901604
0.059,-20,0.6445758957901604
0.06,-20,0.6445758957901604
0.061,-20,0.6445758957901604
0.062,-20,0.6445758957901604
0.063,-20,0.6445758957901604
0.064,-20,0.6445758957901604
0.065,-20,0.6445758957901604
0.066,-20,0.6445758957901604
0.067,-20,0.6445758957901604
0.068,-20,0.6445758957901604
0.069,-20,0.6445758957901604
0.07,-20,0.6445758957901604
0.071,-20,0.6445758957901604
0.072,-20,0.6445758957901604
0.073,-20,0.6445758957901604
0.074,-20,0.6445758957901604
0.075,-20,0.6445758957901604
0.076,-20,0.6445758957901604
0.077,-20,0.6445758957901604
0.078,-20,0.6445758957901604
0.079,-20,0.6445758957901604
0.08,-20,0.6445758957901604
0.081,-20,0.6445758957901604
0.082,-20,0.6445758957901604
0.083,-20,0.6445758957901604
0.084,-20,0.6445758957901604
0.085,-20,0.6445758957901604
0.086,-20,0.6445758957901604
0.087,-20,0.6445758957901604
0.088,-20,0.6445758957901604
0.089,-20,0.6445758957901604
0.09,-20,0.6445758957901604
0.091,-20,0.6445758957901604
0.092,-20,0.6445758957901604
0.093,-20,0.6445758957901604
0.094,-20,0.6445758957901604
0.095,-20,0.6445758957901604
0.096,-20,0.6445758957901604
0.097,-20,0.6445758957901604
0.098,-20,0.6445758957901604
0.099,-20,0.6445758957901604
0.0,-10,0.0
0.001,-10,0.08051961588019937
0.002,-10,0.33112778081639777
0.003,-10,0.532801069062841
0.004,-10,0.6415774446142032
0.005,-10,0.6924089669437314
0.006,-10,0.7148516872194209
0.007,-10,0.7245312980303733
0.008,-10,0.7286654232194327
0.009,-10,0.7304238063280307
0.01,-10,0.7311703986232061
0.011,-10,0.7314871595290495
0.012,-10,0.7316215112364378
0.013,-10,0.7316784878913888
0.014,-10,0.7317026495184065
0.015,-10,0.731712895297808
0.016,-10,0.7317172399940194
0.017,-10,0.7317190823432574
0.018,-10,0.7317198635818876
0.019,-10,0.731720194861816
0.02,-10,0.7317203353391956
0.021,-10,0.7317203949078245
0.022,-10,0.7317204201675601
0.023,-10,0.7317204308788053
0.024,-10,0.731720435420847
0.025,-10,0.731720437346874
0.026,-10,0.7317204381635943
0.027,-10,0.7317204385099199
0.028,-10,0.7317204386567777
0.029,-10,0.7317204387190515
0.03,-10,0.7317204387454583
0.031,-10,0.7317204387566563
0.032,-10,0.7317204387614046
0.033,-10,0.7317204387634182
0.034,-10,0.7317204387642716
0.035,-10,0.7317204387646341
0.036,-10,0.7317204387647873
0.037,-10,0.7317204387648524
0.038,-10,0.7317204387648801
0.039,-10,0.7317204387648917
0.04,-10,0.731720438764897
0.041,-10,0.7317204387648987
0.042,-10,0.7317204387648998
0.043,-10,0.7317204387649001
0.044,-10,0.7317204387649004
0.045,-10,0.7317204387649004
0.046,-10,0.7317204387649004
0.047,-10,0.7317204387649004
0.048,-10,0.7317204387649004
0.049,-10,0.7317204387649004
0.05,-10,0.7317204387649004
0.051,-10,0.7317204387649004
0.052,-10,0.7317204387649004
0.053,-10,0.7317204387649004
0.054,-10,0.7317204387649004
0.055,-10,0.7317204387649004
0.056,-10,0.7317204387649004
0.057,-10,0.7317204387649004
0.058,-10,0.7317204387649004
0.059,-10,0.7317204387649004
